施設名,種別,管理運営機関,都道府県,市区町村,住所,電話番号,アドレス,Webサイト,担当部署,担当者,自主事業,状態,温度感,次回アクション,備考,補完状況,補完元,補完元URL
江戸川学園取手小学校,私立小学校,私立,茨城県,取手市,茨城県取手市野々井１５６７－３,0297-71-3353,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B108321700019 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 3020032 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
聖徳大学附属取手聖徳女子中学校,私立中学校,私立,茨城県,取手市,茨城県取手市山王１０００,0297-83-8111,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C108321700017 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 3001544 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
聖徳大学附属取手聖徳女子高等学校,私立高等学校,私立,茨城県,取手市,茨城県取手市山王１０００,0297-83-8111,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108321700024 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3001544 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
晃陽学園高等学校,私立高等学校,私立,茨城県,古河市,茨城県古河市東１－５－２６,0280-31-5455,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320400010 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3060011 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
つくば国際大学高等学校,私立高等学校,私立,茨城県,土浦市,茨城県土浦市真鍋１－３－５,029-821-0670,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320300020 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3000051 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
土浦日本大学中等教育学校,私立中等教育学校,私立,茨城県,土浦市,茨城県土浦市小松ヶ丘町４－４６,029-822-3386,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D208320300010 / 学校種: D2(中等) / 本分校: 本校 / 郵便番号: 3000826 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
学校法人土浦日本大学学園土浦日本大学高等学校,私立高等学校,私立,茨城県,土浦市,茨城県土浦市小松ヶ丘町４－４６,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320300011 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3000826 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
常総学院中学校,私立中学校,私立,茨城県,土浦市,茨城県土浦市中村西根１０１０,029-842-0708,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C108320300013 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 3000849 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
常総学院高等学校,私立高等学校,私立,茨城県,土浦市,茨城県土浦市中村西根１０１０,029-842-8771,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320300039 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3000849 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
つくば国際大学東風小学校,私立小学校,私立,茨城県,守谷市,茨城県守谷市百合ヶ丘１丁目字岩４８０８番地１５,0297-44-6771,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B108322400010 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 3020110 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
開智望中等教育学校,私立中等教育学校,私立,茨城県,守谷市,茨城県守谷市立沢１８７１－２,0297-38-8220,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D208323500012 / 学校種: D2(中等) / 本分校: 本校 / 郵便番号: 3020118 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
開智望小学校,私立小学校,私立,茨城県,守谷市,茨城県守谷市立沢１８７１－２,0297-38-6000,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B108323500017 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 3020118 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
わせがくPURE高等学校,私立高等学校,私立,茨城県,常総市,茨城県常総市中妻町４１８０番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108321100011 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3002505 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
久慈川三育小学校,私立小学校,私立,茨城県,日立市,茨城県日立市留町１０９７－２,0294-52-2145,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B108320200016 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 3191231 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
明秀学園日立高等学校,私立高等学校,私立,茨城県,日立市,茨城県日立市神峰町３－２－２６,0294-21-6328,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320200012 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3170064 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
翔洋学園高等学校,私立高等学校,私立,茨城県,日立市,茨城県日立市大みか町４－１－３,0294-27-1101,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320200030 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3191221 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
茨城キリスト教学園中学校,私立中学校,私立,茨城県,日立市,茨城県日立市大みか町６―１１－１,0294-52-3215,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C108320200014 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 3191295 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
茨城キリスト教学園高等学校,私立高等学校,私立,茨城県,日立市,茨城県日立市大みか町６―１１－１,0294-52-3215,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320200021 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3191295 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
岩瀬日本大学高等学校,私立高等学校,私立,茨城県,桜川市,茨城県桜川市友部１７３９,0296-75-2242,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108323100017 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3091453 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
EIKOデジタル・クリエイティブ高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市見川町２５８２－９,029-297-4018,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100095 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100913 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
リリーベール小学校,私立小学校,私立,茨城県,水戸市,茨城県水戸市藤が原３丁目１１１７－１２８８,029-222-9090,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B108320100017 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 3114208 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
大成女子高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市五軒町３ー２ー６１,029-221-4888,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100031 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100063 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
学校法人田中学園水戸葵陵高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市千波町中山２３６９－３,029-243-7718,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100077 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100851 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
常磐大学高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市新荘３－２－２８,029-224-1707,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100022 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100036 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
智学館中等教育学校,私立中等教育学校,私立,茨城県,水戸市,茨城県水戸市小吹町２０９２,029-212-3311,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D208320100012 / 学校種: D2(中等) / 本分校: 本校 / 郵便番号: 3100914 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/elementary-junior-high-school/
水城高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市白梅２－１－４５,029-247-6509,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100068 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100804 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
水戸啓明高等学校,私立高等学校,私立,茨城県,水戸市,茨城県水戸市千波町４６４－１０,029-241-1573,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D108320100059 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 3100851 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,茨城県 私立学校一覧,https://kyoiku.pref.ibaraki.jp/gakko/private-schools/high-school/
